ID,LvlSpr,02-May,01-May,30-Apr,29-Apr,28-Apr,27-Apr,26-Apr,25-Apr,24-Apr,23-Apr,22-Apr,21-Apr,20-Apr,19-Apr,18-Apr,17-Apr,16-Apr,15-Apr,14-Apr,13-Apr,12-Apr,11-Apr,10-Apr,09-Apr,08-Apr,07-Apr,06-Apr,05-Apr,04-Apr,03-Apr,02-Apr,01-Apr,31-Mar,30-Mar,29-Mar,28-Mar,27-Mar,26-Mar,25-Mar,24-Mar,23-Mar,22-Mar,21-Mar,20-Mar,19-Mar,18-Mar,17-Mar,16-Mar,15-Mar,14-Mar,13-Mar,12-Mar,11-Mar,10-Mar,09-Mar,08-Mar,07-Mar,06-Mar,05-Mar,04-Mar,03-Mar,02-Mar,01-Mar,28-Feb,27-Feb,26-Feb,25-Feb,24-Feb,23-Feb,22-Feb,21-Feb,20-Feb,19-Feb,18-Feb,17-Feb,16-Feb,15-Feb,14-Feb,13-Feb,12-Feb,11-Feb,10-Feb,09-Feb,08-Feb,07-Feb
219,Lvl,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Spr,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Lvl,11,11,12,12,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Spr,6,4,4,4,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Lvl,14,13,11,15,14,11,11,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Spr,6,5,6,5,17,7,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Lvl,12,11,11,12,11,11,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Spr,17,14,10,19,23,9,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Lvl,,11,11,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Spr,,3,3,3,3,3,5,9,4,3,5,3,3,3,3,5,4,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Lvl,13,12,12,13,12,11,13,12,13,12,13,13,12,17,12,13,11,14,11,12,13,13,15,11,11,13,13,12,14,13,16,12,23,12,11,11,18,11,12,12,13,13,12,12,13,17,15,13,16,13,12,18,15,21,11,17,12,22,10,12,17,22,12,11,12,13,16,14,12,17,12,11,,,,,,,,,,,,,
225,Spr,8,5,5,5,4,6,6,7,8,5,5,5,5,7,5,6,5,6,5,14,5,6,14,5,5,5,6,5,10,4,7,4,13,21,4,4,9,4,5,8,9,10,5,4,10,12,6,6,7,5,11,8,4,6,6,7,5,9,6,6,13,15,6,4,4,4,4,5,13,12,4,5,,,,,,,,,,,,,
226,Lvl,12,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,10,11,12,10,10,10,12,11,10,10,13,10,17,11,10,10,11,11,11,11,12,12,10,10,11,12,11,11,11,10,10,18,10,26,14,15,14,20,14,13,11,12,11,10,10,10,11,10,10,10,11,,,,,,,,,,,,,,
226,Spr,7,3,11,3,7,3,5,3,4,6,4,3,3,3,3,7,3,4,9,9,8,3,7,3,7,3,7,9,6,3,18,26,12,3,3,28,11,12,8,10,8,10,4,4,10,24,26,4,6,4,4,10,4,13,3,4,4,11,3,4,16,9,27,3,3,3,5,3,14,3,3,,,,,,,,,,,,,,
227,Lvl,16,17,17,17,17,17,19,17,19,17,15,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Spr,7,3,3,8,3,8,9,5,6,11,4,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Lvl,13,12,12,12,12,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Spr,19,5,7,14,18,10,13,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Lvl,44,41,43,44,46,38,44,39,41,37,39,40,38,39,40,40,44,34,39,45,47,42,41,40,37,39,40,39,34,47,47,44,40,46,39,41,30,21,23,24,26,24,23,23,24,24,30,24,25,23,23,31,23,33,24,23,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Spr,7,6,7,9,3,6,11,6,8,5,7,6,7,7,8,8,11,5,5,7,4,5,8,5,6,6,6,5,7,11,8,5,8,11,6,6,9,15,7,4,11,7,3,4,10,9,10,6,11,4,3,10,5,10,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Lvl,,11,11,11,12,11,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Spr,,22,3,3,5,3,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Lvl,,10,10,10,10,10,10,10,11,,10,10,10,10,10,11,10,10,10,10,10,10,10,10,11,11,11,11,12,13,12,11,20,10,10,11,13,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,21,12,12,13,13,11,,,,,,,,,,,,,,,
231,Spr,,3,3,3,3,3,3,4,5,,4,3,3,3,3,5,4,5,5,3,4,5,6,18,3,3,3,3,8,4,23,3,13,5,3,6,11,4,3,15,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5,5,,,,,,,,,,,,,,,
232,Lvl,,,11,11,11,10,11,12,13,12,14,11,11,11,11,19,,11,10,10,11,10,11,11,10,10,11,11,11,11,12,10,17,11,10,10,13,10,11,11,14,11,11,11,13,14,13,14,15,11,13,12,11,15,12,,11,11,13,19,19,,13,10,11,11,11,15,12,13,13,10,10,10,10,10,,,,,,,,,
232,Spr,,,3,8,3,3,9,8,17,15,12,3,3,6,6,16,,11,4,3,4,4,3,6,3,3,3,3,4,5,6,3,9,4,3,4,16,5,3,8,23,9,3,3,6,16,20,5,7,7,9,5,3,7,3,,5,3,5,5,5,,5,3,3,3,6,14,24,19,23,3,3,3,5,5,,,,,,,,,
233,Lvl,13,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Spr,6,12,10,18,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Lvl,14,12,13,12,12,16,15,16,13,13,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Spr,14,5,14,17,7,6,11,5,7,3,25,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Lvl,11,11,18,11,11,11,11,11,11,11,11,11,16,11,17,11,11,11,12,18,17,11,11,12,12,11,13,12,14,13,13,11,18,12,11,12,11,12,12,11,12,12,11,30,12,15,11,11,11,11,13,11,14,17,15,13,14,15,28,13,14,14,14,14,14,27,14,12,13,11,13,,,,,,,,,,,,,,
235,Spr,6,17,5,10,23,16,13,4,10,34,10,25,11,18,3,29,3,22,4,18,4,31,22,5,4,24,6,17,34,4,22,27,9,6,4,4,3,4,4,22,7,5,16,21,17,29,6,6,11,6,4,21,4,30,8,48,23,14,19,33,32,10,31,16,7,18,32,4,50,7,15,,,,,,,,,,,,,,
236,Lvl,15,13,14,13,14,13,14,14,14,14,13,14,13,13,14,14,14,15,14,14,13,13,13,13,14,14,13,13,13,14,13,15,14,14,13,13,13,13,14,14,15,15,14,14,14,15,15,14,14,14,14,14,15,16,16,16,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Spr,7,4,13,9,5,4,13,4,6,12,4,3,8,3,9,8,5,11,6,5,3,4,8,5,5,5,4,6,4,4,7,11,9,4,3,3,4,4,14,15,7,9,3,3,6,11,6,3,7,3,4,4,10,5,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Lvl,11,11,11,12,11,11,12,11,11,11,12,11,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,11,11,11,11,11,11,11,11,11,10,10,11,13,13,11,11,10,11,11,11,11,11,11,11,12,11,11,13,15,11,11,11,25,25,11,10,11,11,11,11,11,11,10,10,10,10,,,,,,
237,Spr,4,3,3,8,7,5,5,13,5,4,6,8,6,5,3,5,3,10,7,8,4,4,6,3,7,5,4,12,8,6,8,5,24,7,5,6,4,5,9,10,9,8,5,9,7,9,11,7,6,6,7,7,10,18,4,6,6,31,4,11,15,15,7,4,4,6,6,8,6,6,11,3,6,10,9,6,4,8,10,,,,,,
238,Lvl,13,13,13,13,12,12,14,13,15,13,14,13,13,13,13,14,13,13,12,12,13,14,14,13,13,12,12,14,14,35,20,13,22,17,12,13,16,13,13,20,14,15,13,13,15,17,14,16,14,13,13,17,15,23,15,15,15,24,13,14,15,18,15,15,15,15,14,14,15,15,,,,,,,,,,,,,,,
238,Spr,13,15,5,16,17,3,14,20,7,16,20,4,15,12,5,7,19,5,9,19,4,12,21,4,13,13,9,10,13,23,12,16,5,13,16,3,10,19,13,28,15,9,13,14,5,9,19,41,7,17,5,13,16,9,14,15,5,10,8,4,11,11,5,3,4,4,4,3,4,7,,,,,,,,,,,,,,,
239,Lvl,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Spr,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Lvl,14,13,13,12,13,12,15,12,14,13,12,12,13,13,13,15,13,25,12,12,14,13,14,15,15,13,13,13,12,12,14,13,16,12,12,13,17,13,15,16,17,16,15,15,15,16,15,14,16,12,13,12,12,14,13,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Spr,11,24,11,19,14,14,10,9,11,19,14,13,20,9,10,12,21,17,10,22,11,10,11,27,11,12,7,11,10,10,19,15,20,15,14,6,8,9,13,12,8,14,7,6,10,15,19,13,13,7,7,10,11,19,10,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Lvl,31,19,19,12,13,18,18,19,23,19,19,16,15,16,18,20,15,14,16,19,19,21,21,21,20,20,20,20,20,19,20,18,34,17,14,17,20,16,16,17,20,18,16,16,17,17,17,16,18,18,19,21,18,34,18,18,19,20,18,17,19,20,19,19,19,19,19,20,18,18,18,17,17,18,17,,,,,,,,,,
241,Spr,21,8,8,5,6,9,10,14,16,7,10,6,10,7,9,15,10,7,7,7,7,8,11,7,8,11,8,8,9,8,17,8,19,6,14,6,23,6,15,9,12,9,7,6,16,14,15,7,7,9,8,14,7,17,8,7,20,19,22,7,8,15,24,9,10,9,8,11,8,7,7,6,8,7,8,,,,,,,,,,
242,Lvl,11,11,20,21,20,20,20,20,21,21,21,21,18,18,18,18,18,18,18,17,17,18,18,18,18,17,17,18,18,18,18,18,18,18,17,17,18,17,18,18,18,18,18,18,17,17,17,16,17,17,16,17,18,16,16,16,16,16,16,19,16,18,17,17,23,17,18,18,16,22,16,16,17,16,16,16,16,17,16,,,,,,
242,Spr,4,3,4,14,4,5,4,4,4,4,4,4,4,4,4,6,4,7,4,4,4,16,4,12,4,4,4,5,5,14,3,4,6,4,23,4,4,3,10,8,5,6,15,3,4,7,3,4,4,21,5,3,4,11,3,4,3,5,3,4,8,5,15,8,9,4,4,11,3,3,5,3,7,4,4,3,4,4,4,,,,,,
243,Lvl,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Spr,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Lvl,19,15,11,12,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Spr,6,4,4,8,7,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Lvl,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Spr,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Lvl,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Spr,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Lvl,26,28,28,27,28,26,26,31,34,29,29,27,26,26,26,20,19,21,19,17,19,19,18,19,18,20,19,20,17,16,17,18,22,19,25,26,26,23,24,23,23,24,22,21,23,21,22,23,23,21,23,22,22,23,22,23,22,23,25,27,24,24,23,25,23,23,23,24,24,22,24,24,24,24,25,25,33,,,,,,,,
249,Spr,7,8,8,8,10,8,9,11,11,10,12,9,9,10,11,10,9,11,10,7,8,8,7,9,8,11,9,9,8,12,11,19,12,15,12,6,5,6,13,8,7,6,5,5,6,6,9,8,6,6,7,8,7,10,6,6,8,7,7,8,8,7,7,9,9,6,7,8,7,9,7,7,6,6,5,7,7,,,,,,,,
250,Lvl,27,24,26,27,31,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Spr,4,5,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Lvl,12,10,10,10,10,10,11,10,11,11,11,10,10,10,10,11,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,12,10,10,10,11,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,10,16,10,10,10,12,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,
251,Spr,11,3,3,3,4,3,4,4,8,5,4,3,3,3,4,4,4,3,3,3,3,3,19,3,8,3,4,3,3,5,3,3,8,3,3,3,10,3,3,3,8,3,3,3,8,4,4,3,3,6,4,4,3,7,3,3,3,6,3,3,9,5,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,
252,Lvl,,11,10,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Spr,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Lvl,19,18,14,16,15,19,18,19,33,15,16,18,20,19,18,20,18,18,17,20,19,18,18,17,18,18,27,31,17,16,16,14,31,18,19,18,18,13,15,14,19,18,19,23,16,16,27,19,18,31,31,16,14,22,17,16,16,19,25,24,15,28,18,17,17,14,19,17,18,19,31,22,15,18,16,19,20,18,,,,,,,
253,Spr,16,6,9,11,7,22,16,16,19,20,15,13,17,17,4,14,15,13,9,11,10,5,12,4,6,12,14,14,13,14,18,16,18,12,11,12,8,21,16,18,14,17,11,9,8,16,17,12,16,18,18,14,15,12,13,13,13,15,6,5,17,16,9,6,11,4,13,19,4,16,7,15,13,15,15,12,13,17,,,,,,,
254,Lvl,11,11,11,11,13,11,22,11,11,13,12,11,11,11,11,11,11,20,13,14,13,14,11,11,12,12,13,11,11,14,11,12,16,11,10,11,11,10,11,11,13,11,11,12,12,13,11,12,14,14,11,12,14,19,12,12,12,17,14,10,11,14,10,10,10,10,11,10,11,11,10,12,14,11,12,12,14,,14,14,13,,,,
254,Spr,6,3,3,10,3,3,12,3,7,5,4,3,3,3,4,5,4,11,3,4,4,4,4,2,3,3,4,3,4,5,3,4,7,11,3,3,6,3,5,10,6,4,4,3,4,5,6,5,11,4,9,6,6,6,3,4,3,5,4,3,16,12,5,3,5,3,3,5,5,5,4,4,4,4,6,8,9,,9,5,9,,,,
255,Lvl,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Spr,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Lvl,14,14,13,13,13,14,13,13,13,13,13,13,14,15,15,15,14,14,14,13,13,14,14,13,14,14,14,14,14,14,14,14,16,14,15,15,17,15,16,16,16,16,16,16,15,16,16,15,16,14,14,14,13,14,13,13,12,13,12,12,12,13,12,12,12,11,11,10,10,10,10,10,10,10,13,13,12,12,12,,,,,,
256,Spr,3,3,3,3,3,3,3,3,4,4,3,3,3,3,9,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,6,5,4,4,6,5,13,5,4,4,4,4,4,5,5,3,4,3,3,3,3,6,3,3,3,10,3,4,4,5,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,3,3,,,,,,
257,Lvl,14,13,13,14,13,14,14,14,15,14,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Spr,10,8,9,17,10,9,13,5,5,4,10,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Lvl,14,14,14,13,14,14,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Spr,4,3,5,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Lvl,23,22,22,22,21,22,21,22,22,22,22,24,22,22,22,22,22,21,21,21,21,21,22,21,21,21,21,21,21,21,22,22,22,22,22,21,22,22,21,21,22,21,21,21,21,20,20,20,20,20,21,20,20,21,21,20,20,20,20,20,20,20,20,21,22,21,21,21,21,21,20,19,19,19,19,19,19,,19,19,20,,,,
259,Spr,5,5,5,3,4,4,4,4,4,3,4,5,3,4,3,4,4,7,4,4,3,4,4,4,6,6,3,4,3,5,5,4,5,5,4,4,4,4,7,6,5,4,4,4,5,4,5,4,4,4,4,5,6,7,7,4,5,5,6,10,8,7,5,5,4,5,7,6,6,4,4,4,4,6,5,6,4,,4,4,10,,,,
260,Lvl,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Spr,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Lvl,14,15,16,14,14,14,15,13,15,15,13,13,16,14,13,12,12,14,12,12,12,13,12,14,14,13,12,13,15,15,14,14,16,13,14,14,14,14,13,12,15,15,12,13,13,14,13,14,14,13,15,15,15,22,12,13,13,17,19,14,14,17,13,12,13,13,12,12,14,12,12,15,14,15,13,15,13,14,,,,,,,
261,Spr,8,5,6,14,10,4,13,17,4,6,9,14,6,13,5,4,8,19,19,17,15,11,5,4,13,11,5,5,10,6,16,15,10,12,30,5,26,3,19,18,5,7,8,4,4,11,12,12,8,7,14,11,17,11,18,15,6,11,9,15,16,13,6,4,5,12,24,20,12,11,4,5,5,20,9,16,10,12,,,,,,,
262,Lvl,11,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Spr,3,13,3,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Lvl,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Spr,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Lvl,14,12,12,12,12,12,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Spr,15,24,4,6,5,19,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Lvl,24,22,19,20,19,19,22,19,22,22,21,36,22,21,20,24,21,22,22,19,19,20,21,20,20,21,22,20,21,21,21,22,21,22,22,21,13,12,14,13,14,14,14,13,14,13,13,14,15,13,13,13,13,14,13,13,13,16,15,14,13,15,13,14,13,13,13,13,12,,,,,,,,,,,,,,,,
265,Spr,7,7,7,10,7,8,14,9,10,10,6,2,5,7,7,8,6,7,9,7,6,7,13,6,7,9,6,8,6,7,10,9,7,9,8,7,5,4,10,11,6,8,6,6,5,8,7,6,8,6,12,4,6,10,11,8,8,13,8,18,6,9,5,7,7,7,5,8,3,,,,,,,,,,,,,,,,
266,Lvl,,21,23,24,24,25,27,29,26,27,29,23,24,27,27,27,23,25,27,27,26,25,22,24,23,27,28,23,23,24,26,29,24,27,25,27,29,31,30,30,24,27,28,28,28,30,31,32,33,33,34,36,37,38,39,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Spr,,5,6,4,5,4,18,3,4,3,3,4,3,3,3,3,4,3,8,3,4,5,6,3,4,8,12,8,9,3,10,3,5,9,3,3,10,4,4,4,4,4,4,8,4,4,4,3,3,3,3,3,3,4,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Lvl,14,16,14,16,13,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Spr,12,4,5,4,4,4,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Lvl,11,11,10,10,10,10,11,11,11,11,11,11,11,10,10,11,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Spr,6,3,3,3,3,3,6,3,6,3,3,3,3,3,3,4,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Lvl,31,31,31,31,31,31,33,33,33,32,32,32,32,32,32,32,33,33,32,32,32,32,32,32,32,32,32,32,32,31,32,32,32,32,32,32,32,33,32,32,32,32,32,32,32,31,32,31,31,31,32,32,33,31,31,30,31,30,29,30,30,31,31,32,29,31,32,33,33,33,32,32,31,32,33,32,33,34,34,34,34,33,,,
270,Spr,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,5,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,,,
271,Lvl,15,12,11,12,13,12,14,16,16,14,14,16,15,14,12,13,12,11,11,11,11,12,13,11,12,14,12,12,13,16,19,18,17,12,12,12,12,12,11,12,13,,,,,,,,,,,,,,,,,15,11,11,11,12,11,11,12,12,12,11,11,11,11,11,,,,,,,,,,,,,
271,Spr,6,4,6,4,4,4,7,16,7,6,5,5,5,5,4,4,3,14,4,7,4,4,21,4,7,5,4,5,9,7,13,8,19,5,6,4,4,4,5,6,10,,,,,,,,,,,,,,,,,20,5,10,10,7,3,3,4,5,16,4,13,10,5,4,,,,,,,,,,,,,
272,Lvl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,9,,,,,,,,,,
