ID,LvlSpr,02-May,01-May,30-Apr,29-Apr,28-Apr,27-Apr,26-Apr,25-Apr,24-Apr,23-Apr,22-Apr,21-Apr,20-Apr,19-Apr,18-Apr,17-Apr,16-Apr,15-Apr,14-Apr,13-Apr,12-Apr,11-Apr,10-Apr,09-Apr,08-Apr,07-Apr,06-Apr,05-Apr,04-Apr,03-Apr,02-Apr,01-Apr,31-Mar,30-Mar,29-Mar,28-Mar,27-Mar,26-Mar,25-Mar,24-Mar,23-Mar,22-Mar,21-Mar,20-Mar,19-Mar,18-Mar,17-Mar,16-Mar,15-Mar,14-Mar,13-Mar,12-Mar,11-Mar,10-Mar,09-Mar,08-Mar,07-Mar,06-Mar,05-Mar,04-Mar,03-Mar,02-Mar,01-Mar,28-Feb,27-Feb,26-Feb,25-Feb,24-Feb,23-Feb,22-Feb,21-Feb,20-Feb,19-Feb,18-Feb,17-Feb,16-Feb,15-Feb,14-Feb,13-Feb,12-Feb,11-Feb,10-Feb,09-Feb,08-Feb,07-Feb
981,Lvl,10,10,10,10,10,10,11,10,11,11,11,10,11,10,10,11,10,10,10,10,10,10,11,10,10,10,10,11,10,10,10,10,12,10,10,10,11,10,10,10,11,11,10,10,10,11,12,10,11,10,10,10,10,13,10,10,10,17,10,11,11,17,11,10,10,,,,,,,,,,,,,,,,,,,,
981,Spr,4,3,3,3,3,3,4,3,5,4,3,2,2,3,3,5,3,4,3,3,3,3,4,3,3,3,3,4,5,3,7,3,5,3,3,3,3,3,6,4,4,3,3,3,3,3,8,5,4,3,9,3,3,8,3,3,3,16,17,4,6,14,4,3,4,,,,,,,,,,,,,,,,,,,,
982,Lvl,42,48,48,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Spr,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Lvl,11,11,12,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Spr,4,3,3,4,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Lvl,14,12,12,13,13,12,14,13,13,12,14,12,12,13,12,14,13,14,13,14,13,13,14,14,13,14,14,15,14,15,14,14,18,14,14,13,14,13,13,17,15,15,14,15,14,14,15,15,15,14,15,15,14,21,14,14,14,18,13,13,13,14,13,13,14,14,15,14,13,14,,,,,,,,,,,,,,,
984,Spr,21,5,5,10,15,4,9,4,8,6,14,8,6,4,7,18,7,14,4,5,6,4,9,5,7,3,8,9,6,5,6,6,11,11,4,3,6,4,9,7,18,12,8,4,10,8,11,9,16,5,5,12,6,10,5,4,5,10,11,4,5,6,3,6,9,5,11,11,6,5,,,,,,,,,,,,,,,
985,Lvl,38,37,37,37,37,38,37,38,38,37,38,38,37,37,38,38,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Spr,8,7,7,7,8,7,7,8,7,7,7,9,7,8,8,8,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Lvl,17,14,15,18,15,18,18,18,18,17,18,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Spr,6,6,15,6,6,6,5,4,15,11,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Lvl,28,27,28,28,28,28,28,28,28,28,28,29,29,30,30,30,30,30,30,30,31,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,32,31,32,32,32,32,32,32,32,32,31,32,32,32,32,32,33,33,33,33,33,33,33,33,33,32,32,32,37,32,31,31,31,31,32,32,32,32,32,32,32,32,,,,,,
988,Spr,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,2,2,3,3,2,3,3,3,3,2,3,3,2,3,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,
989,Lvl,20,13,15,15,16,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Spr,5,13,5,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Lvl,13,13,12,12,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Spr,6,4,3,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Lvl,12,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,10,10,10,10,10,10,10,11,10,10,10,10,10,11,10,10,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,10,10,10,12,10,10,10,11,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,,10,10,10,10,,,
991,Spr,8,3,6,4,4,3,5,3,5,4,4,4,3,3,4,5,3,3,5,3,3,3,5,3,3,5,3,4,3,3,5,5,6,4,3,3,6,3,4,8,6,3,3,3,5,5,11,3,5,3,5,3,6,6,3,3,3,3,2,3,9,15,3,3,3,3,3,3,3,3,3,3,3,6,3,8,6,,7,3,8,5,,,
992,Lvl,11,11,11,21,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Spr,8,3,3,12,11,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Lvl,14,11,11,12,11,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Spr,12,9,14,13,15,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Lvl,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Spr,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,Lvl,13,12,21,12,11,11,14,12,19,13,12,12,12,11,12,16,11,11,12,16,14,11,16,11,11,11,12,17,12,11,14,12,23,11,10,11,11,11,11,12,14,23,11,11,15,25,31,12,28,11,12,13,13,24,11,11,11,26,22,12,14,29,18,12,,,,,,,,,,,,,,,,,,,,,
995,Spr,10,10,16,9,4,9,15,12,17,19,11,15,5,5,9,16,8,8,8,9,18,12,17,5,11,7,3,16,10,6,18,9,17,13,3,8,9,8,25,18,15,21,19,7,22,19,17,19,19,6,14,8,11,16,3,9,10,14,4,12,16,19,18,8,,,,,,,,,,,,,,,,,,,,,
996,Lvl,19,13,14,14,14,14,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Spr,5,3,12,9,3,14,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Lvl,11,10,10,10,10,10,11,10,11,11,10,11,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,12,10,10,10,11,10,10,10,11,11,10,10,10,10,11,11,10,10,10,11,10,14,10,10,10,11,10,10,10,11,10,10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,,,,,,,
997,Spr,9,3,3,13,4,3,11,8,5,5,3,6,2,5,3,3,8,16,11,4,13,11,3,3,12,4,3,4,4,3,16,10,6,5,4,9,6,3,12,9,5,6,3,3,3,4,13,8,5,4,5,5,14,11,13,3,7,5,3,12,18,10,9,4,4,3,14,15,3,10,4,3,4,19,10,12,4,7,,,,,,,
998,Lvl,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Spr,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Lvl,46,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,45,45,45,45,45,45,45,45,45,45,45,45,45,44,45,45,45,45,45,45,46,45,45,45,45,45,45,45,45,45,45,45,46,46,45,45,45,44,44,44,44,44,43,44,44,45,45,45,27,43,45,45,46,46,46,45,44,45,45,45,45,,46,45,45,45,,,
999,Spr,7,4,4,4,5,5,4,4,4,5,5,5,5,4,4,5,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,4,4,4,4,4,5,4,5,5,5,4,4,5,4,5,5,4,5,5,5,4,4,4,4,4,4,4,6,4,4,6,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,,5,5,5,5,,,
1000,Lvl,13,11,11,14,11,12,12,13,13,12,11,12,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Spr,6,4,7,6,9,10,6,5,7,5,9,6,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Lvl,13,11,10,10,12,11,11,12,11,11,11,11,11,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,11,10,11,11,11,11,10,10,10,11,11,11,11,10,10,11,10,13,10,10,10,11,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,13,,10,,
1001,Spr,9,3,3,3,3,4,5,4,5,3,5,2,4,3,3,6,4,3,3,3,3,3,4,3,3,3,3,3,3,3,6,3,6,3,3,3,7,3,2,3,6,3,3,3,6,9,6,3,9,3,5,3,3,7,3,3,3,3,3,3,4,7,4,3,3,3,4,3,3,3,3,3,3,13,3,3,5,,4,4,7,,3,,
1002,Lvl,12,10,11,14,14,13,11,10,11,12,10,11,11,11,10,10,11,11,11,11,12,10,10,11,10,12,13,11,11,13,10,10,14,12,14,13,10,14,12,12,13,11,12,14,13,16,15,14,11,12,11,11,13,15,14,19,14,17,14,17,17,19,17,16,19,15,16,15,23,11,10,11,10,11,14,14,15,,14,11,11,,,,
1002,Spr,4,3,3,5,5,5,5,16,6,3,3,3,8,4,3,4,3,4,5,4,5,5,14,3,4,7,23,9,4,5,5,28,7,4,6,7,5,5,6,6,6,6,6,5,30,4,7,6,5,5,4,5,6,9,6,9,6,8,4,3,6,27,5,4,18,6,6,8,12,16,4,3,6,5,6,5,7,,4,4,6,,,,
1003,Lvl,12,9,9,9,9,9,10,9,11,10,10,9,10,10,10,11,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,10,10,9,9,10,10,9,10,9,10,9,10,9,10,10,10,9,10,10,9,10,9,13,10,10,9,10,10,10,11,12,10,11,9,9,9,10,9,9,9,9,9,9,9,,,,,,,,,,
1003,Spr,9,3,3,3,3,2,3,3,5,3,13,2,3,3,3,5,3,3,11,9,3,3,3,3,3,3,4,4,7,3,4,3,6,3,3,3,4,4,5,3,6,4,3,3,3,4,3,3,3,7,8,3,3,8,3,5,4,3,3,4,4,6,3,3,3,4,4,3,4,4,3,3,3,10,3,,,,,,,,,,
1004,Lvl,11,11,11,15,13,11,11,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Spr,18,5,3,4,5,3,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Lvl,26,15,15,17,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Spr,5,4,4,6,6,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Lvl,12,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Spr,4,4,3,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Lvl,12,12,12,13,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Spr,3,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Lvl,16,12,11,15,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Spr,11,4,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Lvl,14,11,11,11,10,11,13,11,14,13,13,11,12,11,12,13,11,11,11,11,10,11,12,11,11,11,11,11,11,11,12,11,14,10,10,11,13,10,11,11,12,12,11,11,11,13,13,10,12,11,11,12,11,17,11,11,11,13,11,11,11,15,11,11,11,11,12,11,11,11,11,10,11,11,11,,,,,,,,,,
1012,Spr,5,3,2,3,3,3,7,5,8,5,4,3,4,4,3,4,3,3,3,8,3,3,3,4,3,3,3,3,4,3,4,3,5,4,3,3,4,3,8,3,8,9,3,3,4,7,6,3,5,7,12,4,3,19,3,4,3,4,3,5,4,10,5,3,3,3,3,4,7,4,3,3,3,3,11,,,,,,,,,,
1013,Lvl,23,12,13,12,12,12,13,13,13,13,13,21,20,12,13,13,12,12,12,20,20,12,12,11,12,12,12,12,12,12,12,12,14,12,12,12,12,12,12,12,14,12,12,12,20,21,16,15,20,13,12,17,13,20,15,16,18,17,23,22,22,16,12,12,11,11,12,12,,,,,,,,,,,,,,,,,
1013,Spr,5,3,5,3,3,4,4,4,4,4,5,5,5,3,5,6,3,3,3,4,4,3,5,4,20,4,3,3,4,4,4,3,5,3,3,3,6,3,4,4,8,3,3,3,6,5,6,4,5,4,4,5,4,4,4,4,5,4,5,9,8,10,5,3,3,4,11,4,,,,,,,,,,,,,,,,,
1014,Lvl,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,16,16,15,15,15,15,16,16,15,15,15,15,15,15,15,15,16,16,16,16,17,17,16,17,17,17,16,16,16,16,16,16,16,16,16,16,15,15,16,16,16,17,17,16,16,17,18,17,17,18,,,,,,,,,,,,,,,,,,,,
1014,Spr,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,5,4,4,4,4,4,4,5,4,4,4,6,5,4,5,,,,,,,,,,,,,,,,,,,,
1015,Lvl,11,10,10,10,10,10,11,10,11,11,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,11,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,11,,10,10,
1015,Spr,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,6,17,3,3,6,3,3,3,5,3,3,3,4,4,3,3,3,4,10,4,7,3,4,3,3,7,3,3,3,7,3,5,9,6,3,3,3,3,4,3,3,3,3,3,3,3,3,5,5,,4,3,8,,3,3,
1016,Lvl,17,16,16,16,16,17,16,15,16,15,15,15,15,16,13,16,14,16,17,16,16,15,15,17,17,19,18,18,18,16,17,16,19,18,17,18,22,17,16,17,20,16,18,16,14,19,19,17,16,15,15,16,17,17,16,14,15,17,13,15,14,17,15,14,15,13,15,16,16,14,17,13,27,12,13,12,13,12,13,,,,,,
1016,Spr,23,4,14,4,6,7,9,4,6,22,7,6,5,4,4,8,4,6,16,3,3,4,4,4,8,4,4,5,9,6,4,10,6,4,21,4,8,3,12,7,8,7,3,4,6,16,14,4,6,5,12,5,7,9,8,4,5,26,4,23,11,13,15,10,22,5,9,6,4,8,18,5,18,25,21,13,8,3,22,,,,,,
1017,Lvl,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Spr,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Lvl,11,11,10,10,10,10,11,10,11,11,11,11,11,10,11,11,10,10,10,10,10,10,11,10,10,10,11,11,10,20,12,10,17,10,11,10,10,10,10,10,11,12,10,10,10,10,11,10,11,10,11,12,10,15,10,10,10,21,10,10,10,12,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,
1019,Spr,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,6,3,3,3,4,4,6,7,11,3,8,3,3,3,3,3,3,4,8,6,3,3,3,3,10,6,3,3,5,6,4,9,3,3,3,8,3,3,4,10,3,3,3,4,4,3,5,3,3,7,,,,,,,,,,,,,
1020,Lvl,12,12,14,13,12,12,15,14,34,15,15,14,12,12,13,15,11,12,12,11,11,10,11,11,11,10,10,11,11,10,11,10,14,10,10,11,11,10,11,11,11,11,10,11,11,11,23,11,12,11,11,11,12,12,11,22,23,22,23,21,20,21,11,11,,,,,,,,,,,,,,,,,,,,,
1020,Spr,18,6,17,6,20,6,23,23,24,20,12,16,11,4,8,17,15,5,19,3,6,4,13,19,3,4,6,10,14,15,5,5,14,9,3,4,10,3,6,9,12,13,3,9,11,6,19,20,10,3,11,5,8,14,3,4,5,7,14,14,7,10,5,18,,,,,,,,,,,,,,,,,,,,,
1021,Lvl,11,11,12,11,10,11,11,10,11,11,11,11,11,11,11,12,11,11,10,11,11,10,11,11,10,10,11,12,11,12,11,10,16,11,10,10,11,10,10,11,11,11,10,10,11,11,14,10,11,10,10,11,10,14,10,10,10,20,11,11,11,13,11,10,10,10,11,11,,,,,,,,,,,,,,,,,
1021,Spr,6,9,5,3,3,4,5,4,5,5,4,3,4,4,5,9,3,4,3,3,3,3,3,3,7,4,3,6,8,5,4,4,9,3,4,3,4,3,7,7,6,6,3,3,3,5,12,3,7,4,16,4,7,8,3,3,6,12,10,14,7,15,4,4,4,3,7,5,,,,,,,,,,,,,,,,,
1022,Lvl,40,40,40,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Spr,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Lvl,12,11,11,11,11,11,12,11,17,11,13,11,11,12,12,14,11,11,11,11,11,11,12,11,11,11,12,11,11,13,11,10,15,11,11,10,13,11,11,11,14,11,11,12,12,17,12,12,12,11,11,13,11,24,11,11,12,18,11,11,11,19,11,10,10,10,12,10,10,12,12,12,,,,,,,,,,,,,
1023,Spr,9,4,3,4,4,4,12,4,12,8,9,3,4,5,6,10,5,6,4,3,3,3,5,3,7,4,5,5,4,5,5,6,8,5,3,4,12,5,4,5,9,10,4,5,9,11,8,7,8,5,3,9,6,13,4,7,5,10,4,9,11,12,10,3,4,4,8,11,4,8,6,5,,,,,,,,,,,,,
1024,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Lvl,29,30,30,30,30,30,30,29,30,30,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Spr,5,5,5,6,6,5,5,5,6,6,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Lvl,,16,16,16,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Spr,,3,2,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Lvl,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Spr,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Lvl,13,12,14,12,11,12,14,13,20,13,12,13,12,12,12,11,11,10,11,12,11,11,11,11,11,11,10,12,11,11,11,11,13,11,10,11,11,11,11,11,11,11,10,11,11,12,14,11,11,11,11,11,11,12,10,10,11,13,10,11,11,13,12,10,,,,,,,,,,,,,,,,,,,,,
1028,Spr,8,16,7,4,6,6,8,13,14,11,14,5,6,3,15,5,27,4,11,4,3,13,4,2,3,15,5,6,4,4,5,3,6,3,3,3,3,4,5,5,6,5,4,3,5,6,12,3,5,6,6,3,30,5,3,16,4,8,4,5,5,15,7,4,,,,,,,,,,,,,,,,,,,,,
1029,Lvl,,13,13,14,15,12,16,11,15,14,12,12,13,14,15,15,16,17,17,12,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Spr,,10,5,6,5,3,4,6,6,6,4,4,4,6,5,6,7,7,7,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Lvl,13,13,13,14,13,13,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Spr,6,4,10,5,5,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Lvl,,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,11,11,10,11,11,11,11,11,10,11,,11,12,10,11,11,11,12,10,10,12,11,10,11,11,12,10,10,11,11,11,10,12,10,10,10,11,11,11,10,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Spr,,3,4,3,5,3,8,4,5,7,4,4,4,4,7,8,3,4,19,5,4,4,3,5,3,7,,4,10,4,4,4,6,28,13,4,5,3,4,14,6,16,3,4,6,12,12,7,13,3,5,17,4,6,6,3,4,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Lvl,11,11,11,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Spr,4,3,3,4,3,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Lvl,10,10,10,10,10,10,10,10,10,11,11,10,19,18,18,18,19,19,19,21,22,20,20,19,19,18,19,36,36,36,37,36,37,37,37,38,39,38,38,39,39,38,37,37,37,37,38,38,38,38,38,38,38,20,20,22,21,22,25,19,21,22,19,21,21,41,42,22,24,30,29,29,23,23,22,29,32,30,36,,,,,,
1033,Spr,4,3,3,3,3,3,4,3,5,3,3,2,4,5,6,5,5,5,5,6,4,4,4,5,5,4,5,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,7,7,7,7,7,7,7,7,7,6,6,12,10,11,10,14,11,4,7,11,10,19,14,4,7,8,9,12,15,11,12,24,12,8,13,12,6,,,,,,
1034,Lvl,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
